Date,Open,High,Low,Close,Volume,Adj Close
2015-01-30,814.0,825.0,805.0,809.0,11800.0,809.0
2015-02-02,809.0,809.0,774.0,774.0,14700.0,774.0
2015-02-03,774.0,799.0,754.0,799.0,14000.0,799.0
2015-02-04,792.0,815.0,789.0,815.0,8700.0,815.0
2015-02-05,675.0,690.0,666.0,671.0,187500.0,671.0
2015-02-06,669.0,673.0,616.0,630.0,88400.0,630.0
2015-02-09,647.0,647.0,618.0,646.0,24800.0,646.0
2015-02-10,649.0,649.0,630.0,639.0,12600.0,639.0
2015-02-11,,,,,,
2015-02-12,659.0,739.0,658.0,680.0,144000.0,680.0
2015-02-13,709.0,733.0,683.0,728.0,34800.0,728.0
2015-02-16,713.0,744.0,681.0,704.0,49300.0,704.0
2015-02-17,704.0,760.0,685.0,731.0,48500.0,731.0
2015-02-18,721.0,772.0,711.0,719.0,29000.0,719.0
2015-02-19,723.0,786.0,715.0,743.0,66400.0,743.0
2015-02-20,737.0,746.0,715.0,720.0,26900.0,720.0
2015-02-23,740.0,740.0,716.0,717.0,9700.0,717.0
2015-02-24,715.0,724.0,704.0,707.0,17600.0,707.0
2015-02-25,704.0,727.0,704.0,721.0,16900.0,721.0
2015-02-26,714.0,717.0,703.0,704.0,14600.0,704.0
2015-02-27,704.0,743.0,698.0,738.0,27100.0,738.0
2015-03-02,888.0,888.0,888.0,888.0,19400.0,888.0
2015-03-03,903.0,1038.0,770.0,785.0,716600.0,785.0
2015-03-04,780.0,885.0,765.0,790.0,181500.0,790.0
2015-03-05,779.0,796.0,764.0,765.0,53900.0,765.0
2015-03-06,765.0,784.0,750.0,751.0,32600.0,751.0
2015-03-09,749.0,749.0,715.0,718.0,38200.0,718.0
2015-03-10,724.0,730.0,708.0,708.0,22000.0,708.0
2015-03-11,706.0,730.0,705.0,723.0,11600.0,723.0
2015-03-12,720.0,736.0,720.0,732.0,15100.0,732.0
2015-03-13,732.0,738.0,723.0,729.0,10000.0,729.0
2015-03-16,722.0,735.0,718.0,725.0,13800.0,725.0
2015-03-17,727.0,735.0,726.0,726.0,6100.0,726.0
2015-03-18,726.0,730.0,718.0,723.0,6100.0,723.0
2015-03-19,721.0,721.0,712.0,715.0,7900.0,715.0
2015-03-20,715.0,735.0,708.0,731.0,16700.0,731.0
2015-03-23,721.0,754.0,717.0,731.0,13800.0,731.0
2015-03-24,732.0,735.0,727.0,730.0,6100.0,730.0
2015-03-25,731.0,741.0,731.0,731.0,5500.0,731.0
2015-03-26,731.0,731.0,712.0,717.0,12900.0,717.0
2015-03-27,710.0,730.0,710.0,710.0,5700.0,710.0
2015-03-30,709.0,717.0,701.0,709.0,8800.0,709.0
2015-03-31,707.0,715.0,705.0,705.0,9200.0,705.0
2015-04-01,706.0,728.0,706.0,714.0,8700.0,714.0
2015-04-02,713.0,740.0,713.0,726.0,12600.0,726.0
2015-04-03,721.0,727.0,713.0,714.0,7900.0,714.0
2015-04-06,715.0,721.0,712.0,712.0,9600.0,712.0
2015-04-07,713.0,725.0,710.0,713.0,13600.0,713.0
2015-04-08,710.0,720.0,706.0,706.0,17600.0,706.0
2015-04-09,703.0,720.0,701.0,702.0,22400.0,702.0
2015-04-10,705.0,720.0,704.0,714.0,13700.0,714.0
2015-04-13,714.0,732.0,714.0,731.0,9700.0,731.0
2015-04-14,730.0,755.0,725.0,737.0,21300.0,737.0
2015-04-15,740.0,750.0,732.0,743.0,26000.0,743.0
2015-04-16,750.0,755.0,741.0,754.0,20000.0,754.0
2015-04-17,758.0,758.0,735.0,735.0,19300.0,735.0
2015-04-20,725.0,869.0,723.0,746.0,251800.0,746.0
2015-04-21,761.0,778.0,738.0,751.0,49600.0,751.0
2015-04-22,766.0,850.0,766.0,785.0,130200.0,785.0
2015-04-23,777.0,785.0,768.0,775.0,17600.0,775.0
2015-04-24,766.0,766.0,750.0,751.0,16200.0,751.0
2015-04-27,740.0,766.0,740.0,764.0,11300.0,764.0
2015-04-28,754.0,760.0,740.0,740.0,10800.0,740.0
2015-04-29,,,,,,
2015-04-30,730.0,743.0,726.0,726.0,18800.0,726.0
2015-05-01,716.0,724.0,707.0,708.0,22300.0,708.0
2015-05-04,,,,,,
2015-05-05,,,,,,
2015-05-06,,,,,,
2015-05-07,708.0,717.0,708.0,709.0,4700.0,709.0
2015-05-08,739.0,745.0,725.0,737.0,18800.0,737.0
2015-05-11,740.0,740.0,724.0,731.0,16100.0,731.0
2015-05-12,731.0,737.0,721.0,728.0,9900.0,728.0
2015-05-13,728.0,728.0,705.0,711.0,37200.0,711.0
2015-05-14,711.0,721.0,707.0,707.0,7100.0,707.0
2015-05-15,708.0,718.0,707.0,717.0,14900.0,717.0
2015-05-18,726.0,726.0,708.0,713.0,11100.0,713.0
2015-05-19,717.0,719.0,708.0,718.0,10000.0,718.0
2015-05-20,719.0,722.0,716.0,720.0,12600.0,720.0
2015-05-21,720.0,724.0,717.0,719.0,7900.0,719.0
2015-05-22,719.0,723.0,710.0,712.0,11800.0,712.0
2015-05-25,727.0,727.0,715.0,717.0,9600.0,717.0
2015-05-26,725.0,725.0,711.0,713.0,8100.0,713.0
2015-05-27,712.0,723.0,712.0,716.0,4400.0,716.0
2015-05-28,712.0,715.0,710.0,711.0,9100.0,711.0
2015-05-29,711.0,728.0,711.0,717.0,7400.0,717.0
2015-06-01,717.0,717.0,708.0,714.0,12700.0,714.0
2015-06-02,712.0,715.0,710.0,711.0,5700.0,711.0
2015-06-03,711.0,735.0,710.0,730.0,42000.0,730.0
2015-06-04,730.0,731.0,708.0,715.0,24700.0,715.0
2015-06-05,719.0,719.0,709.0,713.0,6300.0,713.0
2015-06-08,712.0,714.0,706.0,709.0,9600.0,709.0
2015-06-09,711.0,711.0,706.0,706.0,3600.0,706.0
2015-06-10,706.0,709.0,683.0,690.0,22900.0,690.0
2015-06-11,693.0,720.0,687.0,709.0,28800.0,709.0
2015-06-12,705.0,710.0,703.0,704.0,7200.0,704.0
2015-06-15,703.0,707.0,700.0,704.0,9100.0,704.0
2015-06-16,705.0,708.0,702.0,702.0,4100.0,702.0
2015-06-17,705.0,706.0,701.0,706.0,3000.0,706.0
2015-06-18,702.0,707.0,702.0,702.0,6000.0,702.0
