Date,Open,High,Low,Close,Volume,Adj Close
2015-01-30,410.0,420.0,406.0,417.0,13500.0,417.0
2015-02-02,420.0,420.0,392.0,406.0,40500.0,406.0
2015-02-03,402.0,406.0,378.0,399.0,26300.0,399.0
2015-02-04,399.0,404.0,396.0,403.0,8000.0,403.0
2015-02-05,401.0,404.0,399.0,400.0,8600.0,400.0
2015-02-06,400.0,400.0,374.0,385.0,32300.0,385.0
2015-02-09,387.0,387.0,370.0,377.0,34700.0,377.0
2015-02-10,374.0,392.0,373.0,384.0,13300.0,384.0
2015-02-11,,,,,,
2015-02-12,385.0,392.0,381.0,384.0,10900.0,384.0
2015-02-13,390.0,395.0,386.0,395.0,10200.0,395.0
2015-02-16,396.0,433.0,390.0,413.0,106600.0,413.0
2015-02-17,415.0,493.0,405.0,493.0,371900.0,493.0
2015-02-18,493.0,510.0,466.0,477.0,553600.0,477.0
2015-02-19,489.0,557.0,485.0,548.0,1414500.0,548.0
2015-02-20,539.0,555.0,500.0,555.0,615000.0,555.0
2015-02-23,554.0,580.0,525.0,533.0,376200.0,533.0
2015-02-24,516.0,524.0,485.0,486.0,313100.0,486.0
2015-02-25,492.0,498.0,471.0,482.0,126300.0,482.0
2015-02-26,478.0,498.0,473.0,481.0,71000.0,481.0
2015-02-27,483.0,492.0,475.0,483.0,72500.0,483.0
2015-03-02,489.0,503.0,489.0,489.0,59300.0,489.0
2015-03-03,489.0,496.0,480.0,481.0,25700.0,481.0
2015-03-04,475.0,477.0,451.0,452.0,99700.0,452.0
2015-03-05,453.0,461.0,452.0,459.0,24800.0,459.0
2015-03-06,460.0,464.0,453.0,463.0,14900.0,463.0
2015-03-09,459.0,462.0,455.0,456.0,11600.0,456.0
2015-03-10,462.0,463.0,452.0,452.0,19000.0,452.0
2015-03-11,448.0,450.0,431.0,440.0,30800.0,440.0
2015-03-12,440.0,457.0,440.0,457.0,14800.0,457.0
2015-03-13,456.0,457.0,443.0,450.0,16500.0,450.0
2015-03-16,455.0,455.0,443.0,444.0,20900.0,444.0
2015-03-17,444.0,464.0,444.0,457.0,17600.0,457.0
2015-03-18,461.0,463.0,456.0,458.0,5400.0,458.0
2015-03-19,458.0,460.0,447.0,459.0,16500.0,459.0
2015-03-20,455.0,472.0,455.0,472.0,19300.0,472.0
2015-03-23,472.0,479.0,461.0,466.0,22700.0,466.0
2015-03-24,466.0,489.0,464.0,486.0,28700.0,486.0
2015-03-25,485.0,485.0,470.0,482.0,28300.0,482.0
2015-03-26,481.0,481.0,457.0,458.0,22300.0,458.0
2015-03-27,451.0,452.0,439.0,443.0,25100.0,443.0
2015-03-30,443.0,449.0,443.0,446.0,2000.0,446.0
2015-03-31,453.0,456.0,445.0,456.0,10700.0,456.0
2015-04-01,448.0,448.0,438.0,445.0,13200.0,445.0
2015-04-02,445.0,445.0,420.0,430.0,17800.0,430.0
2015-04-03,428.0,440.0,428.0,433.0,13200.0,433.0
2015-04-06,434.0,440.0,433.0,434.0,9100.0,434.0
2015-04-07,432.0,444.0,432.0,442.0,8100.0,442.0
2015-04-08,447.0,454.0,445.0,454.0,10900.0,454.0
2015-04-09,450.0,450.0,439.0,442.0,14900.0,442.0
2015-04-10,442.0,443.0,440.0,441.0,5700.0,441.0
2015-04-13,440.0,448.0,438.0,448.0,7800.0,448.0
2015-04-14,445.0,446.0,433.0,440.0,13600.0,440.0
2015-04-15,437.0,443.0,436.0,439.0,4500.0,439.0
2015-04-16,440.0,444.0,430.0,432.0,25000.0,432.0
2015-04-17,429.0,429.0,411.0,419.0,36700.0,419.0
2015-04-20,403.0,413.0,401.0,413.0,21600.0,413.0
2015-04-21,417.0,421.0,416.0,416.0,8300.0,416.0
2015-04-22,424.0,424.0,417.0,419.0,9700.0,419.0
2015-04-23,424.0,428.0,418.0,418.0,17700.0,418.0
2015-04-24,420.0,422.0,414.0,415.0,16400.0,415.0
2015-04-27,420.0,424.0,414.0,414.0,15400.0,414.0
2015-04-28,425.0,431.0,414.0,419.0,40000.0,419.0
2015-04-29,,,,,,
2015-04-30,416.0,420.0,403.0,413.0,25500.0,413.0
2015-05-01,407.0,411.0,395.0,400.0,20800.0,400.0
2015-05-04,,,,,,
2015-05-05,,,,,,
2015-05-06,,,,,,
2015-05-07,390.0,395.0,384.0,393.0,17100.0,393.0
2015-05-08,400.0,402.0,398.0,402.0,7800.0,402.0
2015-05-11,408.0,408.0,385.0,391.0,23400.0,391.0
2015-05-12,391.0,393.0,385.0,389.0,10300.0,389.0
